"Order Ref",Tracking,SKU,Total,Date
#109611,20005260036025,"MKP-JK 267-L",2999,2023-09-09
#110350,20005260036441,SK-S130346,3999,2023-09-18
#110285,20005260036400,SK-S131054,5149,2023-09-17
#110277,20005260036395,FS-S125147,3499,2023-09-17
#110338,20005260036424,WP-S71495,4724,2023-09-18
#110083,20005260036432,"SK-S131302,FS-S125662",4149,2023-09-14
#110318,20005260036417,SK-S131034,3652,2023-09-18
#110256,20005260036388,FS-S125450,3849,2023-09-16
#110233,20005260036375,FS-S127795,0,2023-09-16
#110188,20005260036348,FS-S125169,3699,2023-09-15
#110340,20005260036437,MKP-S122297-40,2999,2023-09-18
#110252,20005260036386,FS-S127810,3699,2023-09-16
#109157,20005260036381,FS-S124921,2799,2023-09-05
#110260,20005260036390,SK-S121664,3999,2023-09-16
#110342,20005260036438,SK-S131717,4000,2023-09-18
#110324,20005260036419,FS-S123994,6699,2023-09-18
#110284,20005260036399,SK-S131158,4499,2023-09-17
#110263,20005260036391,FS-SL2727,4499,2023-09-16
#110339,20005260036434,FS-S124951,3349,2023-09-18
#110178,20005260036341,SK-S132169,2549,2023-09-15
#110317,20005260036416,WP-S93850,4399,2023-09-18
#110295,20005260036405,SK-CT47,0,2023-09-17
#110303,20005260036410,FS-S127689,2599,2023-09-17
#110266,20005260036393,"FS-HB492,FS-HB603",0,2023-09-16
#110195,20005260036352,SF-TS2170,2249,2023-09-15
#110203,20005260036354,"FS-CK64,FS-CK13,WP-ST179",9397,2023-09-16
#110196,20005260036353,MKP-C69981,1949,2023-09-15
#110278,20005260036396,"FS-HB599,FS-HB457",6048,2023-09-17
#110228,20005260036373,WP-S119698,8999,2023-09-16
#110192,20005260036351,WP-S63885,3554,2023-09-15
#110181,20005260036344,WP-S94673,5899,2023-09-15
#110098,20005260036433,WP-S120203,3300,2023-09-14
#109243,20005260036382,FS-S125426,2899,2023-09-06
#110333,20005260036423,FS-S125416,3499,2023-09-18
#110265,20005260036392,"SK-S130130,SK-S114501",17098,2023-09-16
#110286,20005260036401,SK-S131545,2999,2023-09-17
#109233,20005260036430,FS-S125384,3699,2023-09-06
#110190,20005260036350,SK-CT24,3999,2023-09-15
#110304,20005260036411,FS-S127885,2499,2023-09-17
#110306,20005260036412,SK-S130678,4299,2023-09-17
#110298,20005260036406,SK-S116327,2899,2023-09-17
#110290,20005260036402,FS-S125078,4499,2023-09-17
