"Order Ref",Tracking,SKU,Total,Date
#102977,20005260032436,SK-LC179,3459,2023-06-21
#103004,20005260032448,"SK-S99318,SK-S101293",4843,2023-06-22
#102982,20005260032440,SK-S119295,2499,2023-06-21
#102992,20005260032443,"SK-S120747,SK-S120693",3998,2023-06-21
#103015,20005260032454,SK-S112116,1750,2023-06-22
#103002,20005260032447,SK-KS1983,749,2023-06-22
#102986,20005260032441,SK-S113151,1288,2023-06-21
#103011,20005260032451,SK-S119172,2149,2023-06-22
#102993,20005260032444,SK-S115387,2549,2023-06-21
#102988,20005260032442,SK-S120876,2449,2023-06-21
#102908,20005260032410,WP-TS19829,1250,2023-06-20
#103016,20005260032455,WP-S117756,10301,2023-06-22
#103005,20005260032449,WP-S118474,6249,2023-06-22
#102990,20005260032445,SK-S111083,2119,2023-06-21
#102980,20005260032438,WP-S119906,11000,2023-06-21
#103012,20005260032452,WP-S119814,5309,2023-06-22
#103013,20005260032453,SK-S115260,2499,2023-06-22
