"Order Ref",Tracking,SKU,Total,Date
#99739,20005260031010,SK-SN15751,1249,2023-05-01
#99809,20005260031040,"SK-FS261,SK-FS170",570,2023-05-02
#99613,20005260031079,SK-S116275,1823,2023-04-29
#99797,20005260031037,SK-S100419,3519,2023-05-02
#99796,20005260031036,SK-S115306,4209,2023-05-02
#99813,20005260031042,SK-S101293,0,2023-05-02
#99799,20005260031039,SK-S116165,1023,2023-05-02
#99664,20005260031031,"SK-S118001,SK-S117975,SK-S117989,SK-S116253",19346,2023-04-29
#99798,20005260031038,"SK-TP1032,SK-TP1296,SK-TP1300,SK-TP1712,SK-TP916",1965,2023-05-02
#99819,20005260031046,SK-S116302,3499,2023-05-02
#99872,20005260031059,SK-S106779,1748,2023-05-03
#99870,20005260031061,SK-S110854,1750,2023-05-03
#99859,20005260031068,SK-S110182,3119,2023-05-03
#99815,20005260031043,"SK-TP1694,SK-TP1443,SK-TP1272,SK-TP1345,SK-TP1311",1857,2023-05-02
#99873,20005260031058,SK-KS3226,849,2023-05-03
#99876,20005260031057,SK-S113477,3399,2023-05-03
#99820,20005260031047,"SK-S116206,SK-S116441",6798,2023-05-02
#99848,20005260031074,SK-S97236,2549,2023-05-02
#99573,20005260030928,SG-WL12,1950,2023-04-28
#99607,20005260030947,SG-WL2,2100,2023-04-29
#99869,20005260031062,SK-S112191,1748,2023-05-03
#99858,20005260031069,SK-S111431,2478,2023-05-03
#99866,20005260031065,SK-FS145,1148,2023-05-03
#99867,20005260031064,SK-KS3705,749,2023-05-03
#99785,20005260031033,SK-S116468,4249,2023-05-02
#99835,20005260031078,WP-S101047,4299,2023-05-02
#99899,20005260031083,G-SW572,2988,2023-05-03
#99839,20005260031076,SK-S117797,3749,2023-05-02
#99783,20005260031032,WP-S109405,4249,2023-05-02
#99850,20005260031073,"SK-S109927,SK-S111181",0,2023-05-02
#99860,20005260031067,SK-S117788,3549,2023-05-03
#99892,20005260031082,SK-S88291,2349,2023-05-03
#99891,20005260031081,WP-S116098,5499.00,2023-05-03
#99812,20005260031041,WP-S104946,4899,2023-05-02
#99862,20005260031066,WP-S115957,5499,2023-05-03
#99827,20005260031048,WP-24515,4699,2023-05-02
#99855,20005260031071,WP-S115918,6149,2023-05-03
#99776,20005260031029,WP-S8961,4817,2023-05-01
#99857,20005260031070,WP-S115515,4599,2023-05-03
#99904,20005260031086,WP-S33387,3536,2023-05-03
#99851,20005260031072,WP-S104884,4999,2023-05-02
#99704,20005260030999,WP-S98177,6599,2023-04-30
#99775,20005260031028,WP-S104795,5999,2023-05-01
