"Order Ref",Tracking,SKU,Total,Date
#108999,20005260035723,WP-S117280,4981,2023-09-04
#108937,20005260035692,WP-S21496,2699,2023-09-03
#108605,20005260035734,"WP-S20678,SK-S120460",723,2023-08-31
#108878,20005260035656,WP-S94358,5499,2023-09-03
#108961,20005260035702,WP-S100988,4299,2023-09-04
#108909,20005260035674,WP-21161,4099,2023-09-03
#108929,20005260035686,"FS-S124667,WP-S120007",5898,2023-09-03
#108988,20005260035717,WP-S119766,20999,2023-09-04
#109034,20005260035742,WP-S109348,628,2023-09-04
#108883,20005260035658,FS-SL2957,8999,2023-09-03
#108924,20005260035684,SK-S130345,9499,2023-09-03
#109008,20005260035726,FS-S127645,2049,2023-09-04
#108873,20005260035654,FS-S123778,7099,2023-09-03
#108949,20005260035696,FS-S123409,6999,2023-09-03
#108839,20005260035637,FS-S124364,3499,2023-09-02
#108950,20005260035697,SK-S130470,6794,2023-09-04
#108958,20005260035700,FS-S123688,6799,2023-09-04
#108863,20005260035649,SK-S130264,7599,2023-09-03
#108861,20005260035647,FS-S124597,2899,2023-09-03
#108911,20005260035676,FS-S124761,3149,2023-09-03
#108907,20005260035673,FS-S124782,3199,2023-09-03
#108913,20005260035678,FS-CK24,2349,2023-09-03
#108886,20005260035659,SK-S114356,3199,2023-09-03
#108906,20005260035672,FS-SL2938,2549,2023-09-03
#108853,20005260035643,FS-S124893,0,2023-09-03
#108822,20005260035630,SK-S130271,5499,2023-09-02
#108900,20005260035669,FS-S123492,6549,2023-09-03
#108930,20005260035687,SK-S121790,3999,2023-09-03
#108997,20005260035722,SK-S121576,3999,2023-09-04
#108921,20005260035682,FS-S123806,6529,2023-09-03
#108984,20005260035715,FS-S127189,2149,2023-09-04
#108935,20005260035690,FS-S124589,3309,2023-09-03
#108896,20005260035666,SK-S121089,2249,2023-09-03
#108860,20005260035646,SK-S130168,7599,2023-09-03
#108903,20005260035670,SK-S116298,2549,2023-09-03
#108996,20005260035721,SK-BG69140,2399,2023-09-04
#108955,20005260035699,FS-S127481,2049,2023-09-04
#108827,20005260035631,FS-S127598,2599,2023-09-02
#108979,20005260035709,FS-S123857,0,2023-09-04
#108552,20005260035497,FS-S127629,1999,2023-08-30
#108807,20005260035621,FS-S123781,0,2023-09-02
#108836,20005260035635,FS-S124872,4499,2023-09-02
#108888,20005260035660,FS-S124890,3099,2023-09-03
#108820,20005260035629,FS-SL2682,9999,2023-09-02
#108797,20005260035616,FS-S127630,2499,2023-09-02
#108982,20005260035711,SK-S130759,5149,2023-09-04
#109009,20005260035727,FS-S127206,2049,2023-09-04
#108910,20005260035675,SK-KS2554,1049,2023-09-03
#108704,20005260035572,SK-BG69092,1049,2023-09-01
#108881,20005260035657,"SK-S119350,FS-S127654",3748,2023-09-03
#108893,20005260035665,SK-S114909,0,2023-09-03
#108986,20005260035716,SK-S130444,9999,2023-09-04
#109001,20005260035724,FS-S124573,3302,2023-09-04
#108892,20005260035664,FS-S127195,2039,2023-09-03
#108875,20005260035655,FS-S124506,3999,2023-09-03
#108933,20005260035688,"SK-FS85923,SK-KS3910,SK-KS4110",3527,2023-09-03
#108990,20005260035719,"FS-S127673,FS-S124711",5148,2023-09-04
#108866,20005260035651,FS-S124515,3299,2023-09-03
#108856,20005260035645,FS-S124147,6519,2023-09-03
#108608,20005260035735,FS-S124539,0,2023-08-31
#108382,20005260035733,FS-CK120,100,2023-08-29
#108850,20005260035641,FS-S124060,6299,2023-09-02
#108829,20005260035632,"SK-SC64471,FS-S124074",7198,2023-09-02
#108001,20005260035729,FS-S127546,0,2023-08-26
#108868,20005260035652,SK-SN16143,2614,2023-09-03
#108960,20005260035701,FS-HB593,3599,2023-09-04
#109025,20005260035739,FS-S127453,2009,2023-09-04
#108349,20005260035379,FS-S123716,9999,2023-08-29
#108966,20005260035704,"FS-S124999,FS-S124537,SK-S130744",11997,2023-09-04
