"Order Ref",Tracking,SKU,Total,Date
#102158,20005260032142,SK-S91340,359,2023-06-08
#102087,20005260032181,SK-S118328,950,2023-06-06
#102175,20005260032178,"SK-S108674,SK-S88634",1814,2023-06-08
#102091,20005260032180,SK-S118383,600,2023-06-06
#102170,20005260032170,SK-S120548,4349,2023-06-08
#102141,20005260032135,SK-S120440,2699,2023-06-07
#102178,20005260032174,SK-S118149,4299,2023-06-09
#102171,20005260032171,"SK-S119258,SK-S120414",9198,2023-06-08
#102191,20005260032185,SK-S115437,2349,2023-06-09
#102184,20005260032176,SK-S111719,2300,2023-06-09
#102156,20005260032140,SK-S120432,1099,2023-06-08
#102007,20005260032182,SK-S88894,1049,2023-06-03
#102179,20005260032175,SK-KS2552,1749,2023-06-09
#102104,20005260032179,SK-S120428,400,2023-06-06
#102173,20005260032172,WP-S118740,0,2023-06-08
#102188,20005260032183,SK-SN15528,1099,2023-06-09
