"Order Ref",Tracking,SKU,Total,Date
#102712,792454257100061,WP-S118654,5899,2023-06-17
#102672,79245425799998,WP-S118860,5299,2023-06-16
#102657,79245425799980,SK-KS2584,1699,2023-06-16
#102707,792454257100056,SK-S115754,1999,2023-06-17
#102721,792454257100077,SK-S118334,0,2023-06-17
#102689,792454257100033,SK-S118974,4299,2023-06-17
#102716,792454257100071,SK-S117152,3079,2023-06-17
#102715,792454257100070,SK-S120752,3359,2023-06-17
#102660,79245425799983,SK-S116550,3799,2023-06-16
#102685,792454257100025,SK-S120511,4849,2023-06-17
#102673,79245425799999,SK-S120385,0,2023-06-16
#102695,792454257100041,SK-KS3443,749,2023-06-17
#102704,792454257100052,SK-S112791,1038,2023-06-17
#102159,79245425799291,SB-TS182-M,6248,2023-06-08
#102692,792454257100038,SK-S120678,5999,2023-06-17
#102663,79245425799987,SK-S120665,3275,2023-06-16
#102670,79245425799996,SK-S112861,1161,2023-06-16
