"Order Ref",Tracking,SKU,Total,Date
#102481,20005260032256,SK-S116977,2499,2023-06-14
#102510,20005260032266,SK-S120610,4499,2023-06-14
#102497,20005260032261,SK-S120735,4299,2023-06-14
#102506,20005260032264,SK-S116507,2849,2023-06-14
#102498,20005260032262,SK-S117984,3399,2023-06-14
#102485,20005260032257,SK-KS4040,1099,2023-06-14
#102427,20005260032247,SK-S113802,1937,2023-06-13
#102446,20005260032251,SK-S115466,2249,2023-06-14
#102495,20005260032260,SK-S120485,4549,2023-06-14
#102441,20005260032249,SK-S111818,2374,2023-06-13
#102470,20005260032253,SK-KS2746,1749,2023-06-14
#102503,20005260032263,WP-S118531,5899,2023-06-14
#102508,20005260032265,SK-S110456,2300,2023-06-14
#102436,20005260032248,WP-S109168,5599,2023-06-13
