"Order Ref",Tracking,SKU,Total,Date
#98980,79245425794762,SK-S114301,1749.00,2023-04-16
#98970,79245425794750,WP-S104878,4499.00,2023-04-16
#99081,79245425794914,SK-S115249,1749.00,2023-04-17
#99047,79245425794856,SK-KS3924,649.00,2023-04-17
#99012,79245425794796,SK-S115224,1499.00,2023-04-16
#99050,79245425794860,SK-S115308,3936.75,2023-04-17
#99116,79245425794962,SK-S115657,1329.76,2023-04-18
#99018,79245425794805,SK-S99962,1949.00,2023-04-16
#99005,79245425794789,SK-S116372,3499.00,2023-04-16
#99089,79245425794928,SK-S115305,1849.00,2023-04-17
#99071,79245425794899,SK-S100400,1949.00,2023-04-17
#98952,79245425794731,SK-S115116,1749.00,2023-04-15
#99010,79245425794794,SK-SN14531,749.00,2023-04-16
#99001,79245425794785,SK-BG68645,1749.00,2023-04-16
#99049,79245425794858,"SK-S112410,SK-FS99511",2548.00,2023-04-17
#98986,79245425794768,SK-S96200,2549.00,2023-04-16
#99103,79245425794948,SK-S116568,2849.00,2023-04-18
#99107,79245425794952,SK-SN15597,1359.00,2023-04-18
#99118,79245425794964,SK-FS94887,3500.00,2023-04-18
#98959,79245425794738,SK-S108331,2549.00,2023-04-16
#98836,79245425794491,"SB-SHO190-S,WP-S68774",5570,2023-04-14
#98968,79245425794748,SK-S110521,1749.00,2023-04-16
#99104,79245425794949,SK-S106756,1750.00,2023-04-18
#98997,79245425794781,SK-S91378,1749.00,2023-04-16
#99086,79245425794923,SK-S114159,2201.20,2023-04-17
#99085,79245425794922,SK-S109583,1949.00,2023-04-17
