"Order Ref",Tracking,SKU,Total,Date
#101966,20005260032057,SK-S118152,4299,2023-06-02
#101987,20005260032064,"SK-S108654,SK-S114996",2888,2023-06-03
#101999,20005260032068,"SK-S106643,SK-S99114",2217,2023-06-03
#101981,20005260032062,SK-S98664,2410,2023-06-03
#101976,20005260032061,SK-S115755,2149,2023-06-03
#101969,20005260032059,SK-KS2496,1649,2023-06-02
#101971,20005260032060,SK-S118391,4999,2023-06-02
#101961,20005260032053,SK-S107857,1879,2023-06-02
#101964,20005260032056,SK-S107819,1748,2023-06-02
#101992,20005260032066,SK-S115306,4209,2023-06-03
#101967,20005260032058,"SK-S118376,SK-S96579",5098,2023-06-02
#101984,20005260032063,SK-S118323,5749,2023-06-03
