"Order Ref",Tracking,SKU,Total,Date
#120256,20005260042056,SK-H6083,2049,2023-12-29
#120271,20005260042070,FS-S126436,4249,2023-12-29
#120130,20005260041975,WP-S94263,10199,2023-12-27
#120269,20005260042068,SK-SN13827,0,2023-12-29
#120239,20005260042045,WP-S118722,5649,2023-12-29
#120205,20005260042028,WP-S136822,5599,2023-12-28
#119873,20005260042076,WP-S136855,0,2023-12-21
#120263,20005260042063,WP-S93996,1375,2023-12-29
#120262,20005260042062,WP-S134092,8899,2023-12-29
#120226,20005260042034,SK-S133263,2220,2023-12-28
#120222,20005260042032,"FS-S127948,FS-S126397",3421,2023-12-28
#120246,20005260042050,FS-S126355,2400,2023-12-29
#120243,20005260042047,FS-S125358,3749,2023-12-29
#120276,20005260042073,SK-S133112,2699,2023-12-29
#120254,20005260042054,WP-S71995,8449,2023-12-29
#120237,20005260042043,WP-S136673,4999,2023-12-29
#120268,20005260042067,FS-S127908,2249,2023-12-29
#120267,20005260042066,WP-S134169,8849,2023-12-29
#120265,20005260042065,SK-KS6095,2249,2023-12-29
#120273,20005260042072,SK-S136599,2400,2023-12-29
#120179,20005260042079,WP-S136888,3837,2023-12-28
#120229,20005260042035,WP-S93908,4769,2023-12-28
#120261,20005260042061,"SK-H5443,SK-H5705,SK-H6060",2347,2023-12-29
#120260,20005260042060,WP-S134295,8499,2023-12-29
#120253,20005260042053,WP-S136898,5999,2023-12-29
#120264,20005260042064,SK-S133334,2499,2023-12-29
#120258,20005260042058,SK-S136696,1188,2023-12-29
#120149,20005260041987,WP-S134138,8999,2023-12-27
#120134,20005260041978,WP-S136745,2449,2023-12-27
#120110,20005260041942,WP-S94173,0,2023-12-27
#120180,20005260042004,WP-S134231,9699,2023-12-28
#120133,20005260041977,WP-S136810,5349,2023-12-27
#120132,20005260041976,WP-S136770,5249,2023-12-27
#120190,20005260042009,WP-S136843,2659,2023-12-28
#120160,20005260041994,WP-S113935,19219,2023-12-28
#120117,20005260041950,WP-S83279,10199,2023-12-27
#120127,20005260041973,WP-S120236,3499,2023-12-27
#120189,20005260042008,WP-S136793,4459,2023-12-28
#120143,20005260041984,WP-S64822,4188,2023-12-27
#120128,20005260041974,WP-S104955,3999,2023-12-27
#120176,20005260042002,FS-S135227,0,2023-12-28
#120103,20005260041937,WP-S78716,11899,2023-12-26
#118999,20005260042014,SK-S132303,1462,2023-12-12
#120183,20005260042006,WP-S118781,6349,2023-12-28
