"Order Ref",Tracking,SKU,Total,Date
#100832,20005260031500,SK-S114838,2639,2023-05-13
#100680,20005260031444,SK-JK-S119004,4499,2023-05-12
#100860,20005260031517,SK-S116995,2379,2023-05-13
#100856,20005260031513,SK-S116509,1161,2023-05-13
#100743,20005260031470,WP-S118416,5899,2023-05-13
#100999,20005260031559,"SK-S118060,SK-S118066,SK-S108912,SK-TS19704,SK-TS19694",0,2023-05-15
#100835,20005260031502,SK-S116836,1531,2023-05-13
#100833,20005260031501,SK-S116987,1338,2023-05-13
#100846,20005260031508,SK-S116953,0,2023-05-13
#100767,20005260031477,WP-S118400,6299,2023-05-13
#100509,20005260031436,WP-S108836,1250,2023-05-11
#100851,20005260031511,SK-KS3559,658,2023-05-13
#100874,20005260031522,SK-S113267,2709,2023-05-13
#100889,20005260031528,SK-S113193,2379,2023-05-14
#100899,20005260031537,SK-S117950,0,2023-05-14
#100848,20005260031510,SK-S116668,2729,2023-05-13
#100854,20005260031512,"SK-S105644,SK-S101427,SK-S118193",7475,2023-05-13
#100859,20005260031516,SK-S99821,1560,2023-05-13
#100618,20005260031423,WP-S118431,5799,2023-05-12
#100872,20005260031521,"SK-S117957,SK-S118132",4978,2023-05-13
#100914,20005260031544,"SK-S116537,SK-S116535,SK-S116626,SK-S116671",8405,2023-05-14
#100847,20005260031509,"SK-S118244,SK-S118245",8748,2023-05-13
#100911,20005260031543,"SK-KS1586,SK-KS3511,SK-KS3575",1955,2023-05-14
#100876,20005260031523,SK-S115275,2649,2023-05-14
#100879,20005260031525,SK-S114757,2525,2023-05-14
#100559,20005260031388,SG-WL28,2100,2023-05-11
#100897,20005260031535,SK-S115213,2589,2023-05-14
#100857,20005260031514,SK-S113579,2729,2023-05-13
#100891,20005260031533,"SK-S105388,SK-S114921,SK-S66250,SK-S102852",8937,2023-05-14
#100826,20005260031498,SK-S27823,2717,2023-05-13
#100841,20005260031505,SK-JK-S119003,4599,2023-05-13
#100886,20005260031527,"SK-S116630,SK-S118143",5106,2023-05-14
#100910,20005260031542,SK-S115282,2649,2023-05-14
#100840,20005260031504,SK-S107899,2649,2023-05-13
#100896,20005260031534,SK-S97670,2579,2023-05-14
#101004,20005260031557,SK-BG69627,3599,2023-05-15
#100740,20005260031468,SG-WL4,2100,2023-05-13
#101000,20005260031558,"SK-S102885,SK-S117767,SK-TS16884,SK-TS6405,SK-TS17125",0,2023-05-15
#100931,20005260031551,SK-S116659,1929,2023-05-14
#100978,20005260031573,SK-S116891,2409,2023-05-15
#100695,20005260031453,WP-S116082,5099,2023-05-12
#100947,20005260031585,SK-S112063,0,2023-05-14
#100991,20005260031566,SK-S118064,2439,2023-05-15
#101008,20005260031556,SK-BG69484,10965,2023-05-15
#100967,20005260031577,"SK-S99807,SK-S116655",2791,2023-05-14
#100862,20005260031518,"SK-S116684,SK-S116702",5632,2023-05-13
#100982,20005260031568,SK-S100211,1399,2023-05-15
#100974,20005260031574,SK-S116277,1389,2023-05-15
#101026,20005260031554,SK-JK-S118988,3499,2023-05-15
#100919,20005260031546,SK-S111177,2109,2023-05-14
#100871,20005260031520,"SK-S95533,SK-S111191,SK-S116897,SK-S82400",9246,2023-05-13
#100958,20005260031580,SK-S116830,2699,2023-05-14
#100936,20005260031553,SK-SN15967,909,2023-05-14
#100966,20005260031578,SK-S115763,1929,2023-05-14
#100924,20005260031548,SK-S116494,2109,2023-05-14
#100943,20005260031587,"SK-BT1956,SK-BT2019",3261,2023-05-14
#100923,20005260031547,SK-S116929,2379,2023-05-14
#100988,20005260031567,SK-S116990,1560,2023-05-15
#100944,20005260031586,SK-S117857,2717,2023-05-14
#100938,20005260031590,"SK-S108905,SK-S105621",3768,2023-05-14
#100941,20005260031589,SK-S117973,2717,2023-05-14
#100925,20005260031549,SK-S114837,2709,2023-05-14
#100948,20005260031584,SK-S118005,2789,2023-05-14
#100916,20005260031545,SK-S106594,1674,2023-05-14
#100954,20005260031582,SK-S117816,2717,2023-05-14
#101017,20005260031555,SK-S109152,2649,2023-05-15
#101029,20005260031595,SK-S116908,1503,2023-05-15
#100902,20005260031539,SK-S104084,2199,2023-05-14
#101036,20005260031596,SK-BG68905,2686,2023-05-15
#100898,20005260031536,SK-S107022,1785,2023-05-14
#100997,20005260031561,SK-S101303,869,2023-05-15
#100546,20005260031593,SK-S117903,1400,2023-05-11
#100668,20005260031592,SK-S117933,718,2023-05-12
#100726,20005260031591,SK-S114944,2467,2023-05-13
#100394,20005260031594,SK-S116526,950,2023-05-09
#100998,20005260031560,SK-JK-S118992,4999,2023-05-15
