"Order Ref",Tracking,SKU,Total,Date
#114246,20005260038286,"WP-S133990,WP-S120184",0,2023-11-02
#114347,20005260038318,FS-S126004,3599,2023-11-04
#114328,20005260038312,"SK-S130278,WP-S113878",13698,2023-11-03
#114370,20005260038328,SK-H2198,2349,2023-11-04
#114264,20005260038296,WP-S134284,8799,2023-11-03
#114222,20005260038268,WP-S81699,11899,2023-11-02
#114247,20005260038287,WP-S133593,4599,2023-11-02
#114369,20005260038327,FS-S126262,211,2023-11-04
#114358,20005260038322,SK-S132505,4229,2023-11-04
#114321,20005260038310,FS-S126256,2859,2023-11-03
#114268,20005260038298,FS-S135626,3499,2023-11-03
#114353,20005260038320,FS-S126235,2849,2023-11-04
#113775,20005260038331,SK-S131265,2300,2023-10-27
#114233,20005260038280,WP-S98133,8499,2023-11-02
#114348,20005260038319,"SK-S132843,FS-SN17182",3998,2023-11-04
#114256,20005260038291,WP-S109392,4399,2023-11-02
#114333,20005260038315,SK-H1480,1549,2023-11-03
#114366,20005260038325,SK-S132854,2699,2023-11-04
#114390,20005260038330,FS-SL2709,2249,2023-11-04
#114354,20005260038321,FS-S127579,1999,2023-11-04
#114330,20005260038313,"FS-S135159,SK-S131851",8198,2023-11-03
#114182,20005260038249,WP-S78756,11899,2023-11-01
#114248,20005260038288,WP-S56473,3599,2023-11-02
#114359,20005260038323,WP-S68830,6480,2023-11-04
#114376,20005260038329,SK-S130539,1901,2023-11-04
#114341,20005260038317,SK-SN10905,649,2023-11-04
#114331,20005260038314,FS-S123980,4499,2023-11-03
