"Order Ref",Tracking,SKU,Total,Date
#102430,20005260032285,SK-S117809,6248,2023-06-13
#102645,20005260032304,SK-S120764,4549,2023-06-16
#102628,20005260032299,SK-S120712,6248,2023-06-16
#102582,20005260032286,SK-S120731,6248,2023-06-15
#102595,20005260032290,SK-S85913,6248,2023-06-15
#102594,20005260032289,SK-S120456,6248,2023-06-15
#102587,20005260032287,SK-S106648,6248,2023-06-15
#102632,20005260032300,SK-S72284,1010,2023-06-16
#102619,20005260032297,SK-S107409,6248,2023-06-16
#99481,20005260032303,SK-S66346,4879,2023-04-26
#102590,20005260032288,WP-S119787,6248,2023-06-15
#102596,20005260032291,SK-S117095,6248,2023-06-15
#102618,20005260032296,SK-S116770,6248,2023-06-16
