"Order Ref",Tracking,SKU,Total,Date
#99974,20005260031116,SK-S117798,2399,2023-05-04
#100043,20005260031148,SK-KS1786,799,2023-05-05
#100031,20005260031143,SK-S116367,2599,2023-05-05
#99978,20005260031117,SK-S102800,4099,2023-05-04
#99832,20005260031049,WP-S77457,12999,2023-05-02
#99909,20005260031089,WP-S16492,2899,2023-05-03
#99997,20005260031130,SK-S112825,2249,2023-05-04
#100034,20005260031141,SK-S113504,1109,2023-05-05
#99981,20005260031119,SK-S112472,2499,2023-05-04
#100018,20005260031139,"SK-KS2058,SK-KS3993",1528,2023-05-05
#99995,20005260031128,SK-S99418,4099,2023-05-04
#99980,20005260031118,SK-S107311,1748,2023-05-04
#99992,20005260031126,SK-S111072,2340,2023-05-04
#99985,20005260031123,SK-KS4127,929,2023-05-04
#100007,20005260031133,SK-S88585,2409,2023-05-04
#100041,20005260031147,"SK-S106778,SK-S107277",2546,2023-05-05
#100014,20005260031137,SK-S110706,3599,2023-05-05
#99983,20005260031121,SK-S115289,5789,2023-05-04
#100033,20005260031144,SK-S116515,1923,2023-05-05
#100012,20005260031136,"SK-S116458,SK-S116758",4998,2023-05-05
#98761,20005260030739,"WP-SH1465,WP-SH1291",250,2023-04-13
#100062,20005260031155,SK-BG69609,1449,2023-05-05
#99990,20005260031125,SK-S115125,2899,2023-05-04
#99984,20005260031122,SK-S117984,3399,2023-05-04
#100077,20005260031156,SK-S96093,2489,2023-05-05
#99982,20005260031120,SK-FS91,1248,2023-05-04
#99994,20005260031127,SK-S116231,1749,2023-05-04
#100001,20005260031131,SK-S113251,0,2023-05-04
#100004,20005260031132,SK-S109345,2799,2023-05-04
#99935,20005260031097,WP-S76387,4439,2023-05-04
