"Order Ref",Tracking,SKU,Total,Date
#100976,79245425797423,SK-S117835,2717,2023-05-15
#100821,79245425797202,"SK-SN15752,SK-S118134,SK-S117988,SK-JK-FS743",5462,2023-05-13
#100883,79245425797294,SK-S96605,2649,2023-05-14
#100842,79245425797227,"SK-S116747,SK-S114374",2540,2023-05-13
#101038,79245425797501,SK-S117808,2467,2023-05-15
#100837,79245425797222,SK-S116667,2717,2023-05-13
#100957,79245425797399,SK-S118184,2717,2023-05-14
#100838,79245425797223,SK-S116191,2579,2023-05-13
#100971,79245425797415,"SK-S116950,SK-S117025",3891,2023-05-14
#100831,79245425797216,SK-S118031,5499,2023-05-13
#100887,79245425797299,SK-S108431,2079,2023-05-14
#100888,79245425797300,"SK-SN15677,SK-SN15700",1477,2023-05-14
#100563,79245425796834,SK-JK-S118955,5499,2023-05-12
#101022,79245425797479,"SK-S116914,SK-S116880",0,2023-05-15
#100839,79245425797224,SK-S99850,2699,2023-05-13
#100934,79245425797369,"SK-S117813,SK-S117784",4934,2023-05-14
#100964,79245425797407,SK-JK-S118974,4299,2023-05-14
#100956,79245425797398,SK-S99868,0,2023-05-14
#100939,79245425797378,SK-S116767,2999,2023-05-14
