"Order Ref",Tracking,SKU,Total,Date
#100139,20005260031185,SK-S107411,23,2023-05-06
#99901,20005260031084,"SK-S112466,SB-TS184-M",3630,2023-05-03
#100133,20005260031182,SK-BG69400,2049,2023-05-06
#100122,20005260031177,SK-S110931,1699,2023-05-06
#100132,20005260031181,SK-S102459,2249,2023-05-06
#100166,20005260031196,SK-S102325,1750,2023-05-06
#100112,20005260031169,SK-S107215,1648,2023-05-06
#100090,20005260031164,SK-JK113,3249,2023-05-05
#99733,20005260031009,"SB-TS67-L,SB-TS171-L,SB-TS61-L",0,2023-05-01
#100137,20005260031184,SK-S104715,999,2023-05-06
#100153,20005260031191,SK-S118117,4599,2023-05-06
#100024,20005260031140,G-EB27,5199,2023-05-05
#100171,20005260031198,SK-S116939,4499,2023-05-06
#100092,20005260031165,SK-S116464,3599,2023-05-05
#100126,20005260031179,SK-S116194,3299,2023-05-06
#100121,20005260031176,SK-S107031,1648,2023-05-06
#100094,20005260031166,SK-S118094,2249,2023-05-05
#100162,20005260031194,"SK-S102845,SK-S116461,SK-BG69353",5340,2023-05-06
#100087,20005260031163,SK-S104728,2549,2023-05-05
#99828,20005260031108,"WP-S116090,SB-TS145-S",0,2023-05-02
#100036,20005260031145,WP-S72948,5458,2023-05-05
#100098,20005260031167,SK-S108469,1288,2023-05-05
#100017,20005260031138,"SK-S117978,WP-S20323",9248,2023-05-05
#100030,20005260031142,"WP-S98257,WP-S98221",0,2023-05-05
#100117,20005260031173,SK-S116985,3999,2023-05-06
#100142,20005260031187,WP-S8038,5170,2023-05-06
#100154,20005260031192,"SK-S113840,WP-S116028",8498,2023-05-06
#100084,20005260031159,WP-S11698,4225,2023-05-05
#100118,20005260031174,SK-S111534,2377,2023-05-06
#100108,20005260031168,SK-S97642,1288,2023-05-05
#100172,20005260031199,WP-S117367,9198,2023-05-06
#100116,20005260031172,SK-S113806,3599,2023-05-06
#100085,20005260031161,WP-S115899,5849,2023-05-05
#100147,20005260031188,WP-S20260,1159,2023-05-06
#100086,20005260031162,SK-BG69313,1849,2023-05-05
#100123,20005260031178,WP-S109178,5999,2023-05-06
#100152,20005260031190,SK-S104646,3999,2023-05-06
#100158,20005260031197,SK-S102628,0,2023-05-06
#99996,20005260031129,WP-S100851,5999,2023-05-04
#100152,20005260031190,SK-S104646,3999,2023-05-06
#100120,20005260031175,SK-S115221,2149,2023-05-06
#100113,20005260031170,SK-SL22,1749,2023-05-06
#100164,20005260031195,SK-S110872,1977,2023-05-06
#100128,20005260031180,SK-S111303,0,2023-05-06
#100148,20005260031189,SK-S116465,4299,2023-05-06
