"Order Ref",Tracking,SKU,Total,Date
#105012,20005260033545,SK-S122819,2499,2023-07-30
#105145,20005260033654,SB-SL2490,1849,2023-08-01
#105165,20005260033664,SK-S123051,2699,2023-08-02
#105149,20005260033656,SK-S122868,4998,2023-08-01
#105033,20005260033561,WP-S118817,9349.15,2023-07-30
#104950,20005260033507,SK-S122767,2749,2023-07-29
#104921,20005260033488,SK-S122576,2399,2023-07-28
#104769,20005260033669,WP-S119782,459,2023-07-25
#105164,20005260033663,SK-S123065,2499,2023-08-02
#105184,20005260033675,SK-S96675,2499,2023-08-02
#105183,20005260033674,WP-S120043,6349,2023-08-02
#105167,20005260033665,SK-S121470,2549,2023-08-02
#105173,20005260033668,WP-S119994,4499,2023-08-02
#105141,20005260033652,"SK-S97134,SK-S103429",3410,2023-08-01
#105137,20005260033650,SK-S116915,3299,2023-08-01
#105146,20005260033655,WP-S115920,5129,2023-08-01
#105160,20005260033661,WP-S119982,4998,2023-08-02
#104813,20005260033670,SK-S122448,0,2023-07-26
#105171,20005260033667,SK-S122920,4398,2023-08-02
#105152,20005260033658,SK-S113832,3509,2023-08-01
#104840,20005260033435,SK-S122825,2749,2023-07-26
#104956,20005260033511,SK-S122586,5048,2023-07-29
#105138,20005260033651,SK-S111111,2759,2023-08-01
#105170,20005260033666,WP-S93993,3799,2023-08-02
#105085,20005260033671,SK-S121236,350,2023-07-31
#105162,20005260033662,SK-S104565,3399,2023-08-02
#105142,20005260033653,SK-KS2781,1749,2023-08-01
