"Order Ref",Tracking,SKU,Total,Date
#113721,772708178664,SK-S103395,7245,2023-10-26
#113782,772708178686,SK-S106459,7245,2023-10-27
#113718,772708178662,SK-S120783,7245,2023-10-26
#113752,772708178672,"SK-H386,MKP-H7-XL,MKP-H5-XL",7245,2023-10-27
#113716,772708178661,FS-S125039,7245,2023-10-26
#113665,772708178681,"SK-H1760,SK-H1291,SK-H850,SK-H2217",7245,2023-10-26
#113743,772708178669,FS-S124710,7245,2023-10-27
#113765,772708178677,FS-S127738,7245,2023-10-27
#113709,772708178654,FS-S124443,7245,2023-10-26
#113488,772708178581,MKP-SL2557,7245,2023-10-24
#113679,772708178647,SK-KS3857,7245,2023-10-26
#113735,772708178668,FS-S124770,7245,2023-10-26
#113715,772708178660,SK-S130780,7245,2023-10-26
#113757,772708178673,FS-S123857,7245,2023-10-27
#113762,772708178675,SK-S131692,7245,2023-10-27
#113616,772708178629,FS-S126165,7245,2023-10-25
#113744,772708178670,SK-S132918,7245,2023-10-27
#113656,772708178680,SK-S120507,7245,2023-10-25
#113708,772708178653,"SK-S132800,SK-H59040",7245,2023-10-26
#113793,772708178685,FS-S126151,7245,2023-10-27
#113496,772708178585,MKP-C69988,7245,2023-10-24
#113722,772708178665,FS-S126184,7245,2023-10-26
#113792,772708178684,SK-S112307,7245,2023-10-27
#113599,772708178622,"FS-S126164,WP-S114015,FS-S126153",7245,2023-10-25
